x y z
-19.4023 -69.0385 22.8796
-21.8703 -68.6176 22.6326
-21.8344 -68.093 22.1737
-32.0109 -70.1899 21.0936
-32.258 -70.0581 21.111
-40.8226 -71.4197 20.7297
-41.4632 -71.3322 20.6018
-42.3853 -71.455 20.8447
-42.9127 -71.3239 21.4161
-9.81548 -66.9559 21.5771
-19.6127 -69.7678 22.6968
-19.7631 -69.3442 22.1763
-21.7404 -68.1377 20.7542
-31.8823 -69.9568 20.839
-10.1097 -67.1654 20.3108
-20.4844 -69.2825 20.9722
-20.8849 -69.8667 20.4274
-21.8097 -68.2288 19.4733
-32.1405 -69.583 20.6546
-10.3923 -67.1873 19.0255
-10.5376 -66.6798 18.7787
-20.4628 -68.6948 20.3798
-20.8314 -69.2599 19.8196
-22.1507 -68.3362 18.3565
-32.9303 -69.1337 20.7262
-33.3184 -68.3665 20.9672
-10.5494 -67.4791 17.9732
-10.7274 -67.0294 18.1802
-21.1875 -69.2358 18.9819
-22.2328 -68.5104 17.3318
-33.1497 -69.2659 20.7177
-33.3523 -68.8023 20.8367
-33.9649 -68.1549 20.9173
-8.23769 -67.1315 16.544
-8.9207 -67.2058 16.7447
-10.0787 -67.2805 17.2378
-10.972 -67.036 17.1524
-11.4627 -66.8166 16.5125
-21.58 -69.1996 18.2287
-21.7009 -68.5699 17.8894
-22.1325 -68.6678 16.5198
-34.5877 -67.6606 20.8483
-35.2368 -67.2938 20.6134
-35.9592 -66.9878 20.0273
-36.5148 -67.751 20.1469
-36.9012 -68.2547 20.06
-7.12835 -68.0892 15.6098
-7.73989 -67.7106 16.0753
-8.4466 -67.2409 16.1825
-9.08069 -66.8611 16.1103
-9.94103 -66.5348 16.1641
-11.3311 -66.8593 16.1046
-21.755 -69.6455 17.6474
-21.8982 -69.0578 17.3594
-21.8798 -69.3254 15.8142
-36.2344 -66.0139 18.9246
-36.5971 -66.4541 19.1747
-37.1285 -67.1953 19.3309
-42.6554 -68.5584 18.6839
-43.036 -68.4993 18.4524
-43.7871 -68.3881 18.2378
-6.74588 -68.2363 15.1717
-7.46662 -68.0411 15.1364
-8.33453 -67.3825 15.3144
-9.20048 -67.0058 15.1836
-10.0884 -66.7766 15.13
-11.4977 -66.8412 15.0979
-21.9508 -68.9541 16.5751
-22.0081 -69.3189 14.9641
-36.4247 -65.6348 17.9937
-36.8295 -66.0335 17.7983
-37.3369 -66.552 18.2641
-39.0075 -67.3495 17.6489
-39.4943 -67.4688 17.6217
-40.6436 -67.6209 17.7335
-42.1729 -68.0343 18.0982
-43.389 -67.6149 17.8275
-44.6123 -67.6247 17.9001
-45.5072 -67.6329 17.5295
-6.93155 -68.196 14.3454
-7.63282 -67.751 14.0843
-8.46928 -67.2406 13.985
-9.29679 -66.8567 13.8621
-10.266 -66.6134 13.7927
-11.3474 -66.3464 13.857
-21.8505 -69.0048 15.7685
-22.1481 -69.3051 13.7138
-35.176 -66.0711 15.6119
-35.6909 -65.9804 16.2323
-36.1959 -66.3881 16.0595
-38.0663 -66.8355 16.3308
-38.6325 -66.9957 16.8679
-39.7585 -66.6146 16.7007
-41.2579 -66.2505 16.8232
-42.7578 -66.4412 17.1691
-43.9766 -66.754 17.1073
-45.06 -67.1188 16.9251
-46.1307 -67.4682 16.8395
-46.9918 -67.7096 16.0487
-47.4749 -68.0309 15.4714
-6.92167 -67.7922 13.3633
-7.69222 -67.4374 13.0994
-8.52343 -66.898 12.7787
-9.37371 -66.4981 12.6371
-10.3452 -66.219 12.5949
-11.2762 -66.1484 12.9617
-21.9162 -69.4117 14.8602
-22.5406 -69.1898 12.7905
-23.2439 -69.5292 12.4783
-35.0717 -66.1479 15.2821
-35.3215 -66.3727 15.0167
-36.0076 -66.7332 15.1194
-36.6296 -66.6479 15.069
-37.6588 -66.5114 15.6435
-38.8632 -65.6833 15.5558
-40.1078 -65.6359 15.6151
-41.0741 -65.7946 15.3798
-46.6192 -66.7067 14.6649
-47.0243 -67.1527 15.0046
-47.7799 -68.2087 14.7578
-1.32633 -67.9101 13.8611
-2.10132 -67.3602 14.1074
-2.71402 -67.3964 13.8583
-7.20559 -68.054 12.5176
-7.63812 -67.5866 11.7445
-8.64236 -66.4894 11.6513
-9.4975 -66.1941 11.6263
-10.1165 -65.9813 11.5743
-22.049 -69.3212 13.9994
-22.3159 -69.0624 13.285
-23.0688 -68.8311 12.3217
-23.8259 -68.9529 11.6553
-25.0285 -69.387 11.4169
-25.7996 -69.8214 11.0045
-35.4099 -66.194 14.2224
-36.1416 -66.1404 14.2696
-37.0126 -65.9606 14.3558
-37.9887 -65.2125 14.7165
-38.7057 -65.0141 14.7824
-44.4308 -65.4424 13.2252
-45.6487 -65.7936 13.4664
-46.6755 -66.4201 13.9599
-47.598 -67.3727 13.9402
-48.1557 -68.2694 13.9269
-1.18033 -67.2008 12.9233
-2.32728 -66.7999 13.4876
-3.39504 -67.0165 13.1419
-4.14893 -67.2231 12.9938
-7.74311 -68.3104 10.8677
-8.20316 -67.8311 10.5643
-22.5242 -68.9569 12.5145
-24.645 -68.8186 10.8679
-25.434 -69.2024 10.6716
-26.6231 -69.5814 10.5023
-27.5404 -70.2766 10.1506
-39.1503 -65.2213 11.1721
-40.1873 -65.3807 11.2783
-41.3304 -65.6231 11.5556
-42.5307 -65.8162 12.026
-43.904 -65.9895 12.3455
-45.2646 -66.1559 12.5834
-46.5486 -66.3552 12.7184
-47.5752 -66.7856 12.9347
-48.1725 -67.779 13.0753
-0.193869 -67.3298 11.4458
-3.60852 -66.5667 12.5824
-4.39454 -66.8428 12.451
-8.52705 -68.0569 9.72842
-9.09624 -68.091 9.19357
-22.6372 -68.8051 11.9078
-23.008 -68.5434 11.4107
-26.8264 -69.2166 9.85985
-27.5359 -69.8726 9.6224
-38.1836 -65.2651 10.1603
-38.9406 -65.3948 10.1605
-39.7442 -66.0958 10.3711
-40.7851 -66.1991 10.5905
-42.0489 -66.1761 10.831
-43.4361 -66.1468 11.0126
-44.8369 -66.1358 11.2097
-46.1299 -66.559 11.5243
-47.5545 -67.0583 11.7505
-48.0437 -67.3342 12.4021
-0.205828 -67.5962 9.92031
-5.47227 -66.938 11.4717
-6.22202 -67.0137 10.8621
-6.95544 -67.1822 10.5871
-9.58067 -68.1522 8.31578
-9.73064 -68.4741 7.93306
-23.3306 -68.3538 10.8962
-24.3483 -68.6583 10.7853
-25.1278 -69.3757 10.7511
-27.7697 -69.9712 9.16008
-38.1162 -65.3402 9.48091
-38.5441 -66.039 9.50482
-39.3193 -66.2571 9.68029
-40.2948 -66.2286 9.93715
-41.5321 -66.0294 10.0827
-42.9968 -65.749 10.0332
-44.298 -66.0912 9.92679
-45.614 -66.4569 10.2199
-46.8131 -66.8012 10.6477
-0.106696 -67.6029 8.77956
-7.67909 -67.3825 10.2317
-8.39379 -67.5737 9.85862
-9.89043 -67.8135 7.96837
-10.0571 -68.1235 7.54041
-10.2073 -68.307 7.15029
-24.6349 -68.3114 10.1619
-25.4188 -69.071 10.1996
-26.3331 -69.4174 10.2458
-26.8641 -69.5823 10.1805
-27.8951 -70.138 8.81245
-27.9189 -70.4204 8.6497
-37.9591 -65.6838 9.30014
-38.2698 -65.9874 9.11422
-38.8739 -66.1386 9.27809
-39.8348 -66.1199 9.49889
-41.0949 -65.8693 9.53509
-42.5687 -65.3752 9.27033
-43.8012 -65.5492 9.10658
-45.12 -65.9213 8.91011
-46.5519 -67.0875 9.31279
-0.091539 -68.1214 7.90731
-0.274373 -68.6836 7.08459
-8.8576 -67.6659 9.39512
-9.11616 -67.1922 8.9962
-10.2107 -67.7199 7.27481
-10.5381 -68.0235 6.8491
-25.9407 -69.0123 10.0671
-26.2982 -69.1297 9.94909
-26.9214 -69.5472 9.7473
-27.4785 -69.6521 9.44021
-27.9489 -70.0126 8.62963
-27.9515 -70.4436 8.4295
-38.0988 -65.7746 9.1585
-38.5164 -66.0091 8.9968
-39.3965 -65.8 9.06718
-40.631 -65.1012 9.23201
-41.8246 -64.9889 8.83455
-42.8208 -64.9696 8.53219
-45.9198 -66.6181 7.84764
-46.8665 -67.7099 8.19101
0.220623 -67.7693 7.14508
-0.529807 -68.6463 6.33796
-9.27268 -67.8461 8.89816
-9.55967 -67.356 8.42892
-9.94284 -66.972 7.92415
-11.0355 -67.8995 6.07819
-11.3511 -67.8067 5.54337
-27.6511 -69.8245 9.1207
-27.8142 -70.0482 8.82311
-27.9043 -70.0055 8.59825
-27.9349 -70.151 8.32952
-45.4767 -66.7836 5.65458
-45.7349 -66.8636 6.46768
-0.027314 -67.67 6.35274
-0.878229 -68.4191 5.4407
-1.56632 -68.876 4.43389
-2.071 -69.3377 4.46576
-9.96784 -67.6982 7.84825
-10.1401 -67.4133 7.30921
-12.0774 -67.5967 5.15142
-12.7422 -67.0847 4.99855
-27.8444 -70.5238 8.40748
-27.8521 -70.7233 8.16008
-27.8976 -70.8836 7.95332
-43.3508 -66.6529 3.78293
-44.0077 -66.7435 4.1994
-44.9471 -66.8017 5.01867
-50.3213 -71.1513 7.64336
-51.0906 -71.5398 7.70355
-52.4412 -71.3485 7.40641
-53.3517 -70.684 6.98665
-1.90796 -68.7686 4.18338
-2.69785 -68.963 4.17508
-3.80296 -69.109 3.65519
-10.5006 -67.6122 6.55908
-10.9847 -67.5221 5.95005
-12.2736 -67.5843 4.58896
-13.0917 -66.9283 4.67835
-41.381 -66.9278 2.47607
-41.8452 -66.7235 2.62299
-42.6471 -66.6701 3.22788
-48.5738 -71.6506 6.2992
-49.7708 -71.4225 7.21919
-50.8145 -71.9333 7.25772
-53.1648 -71.309 6.59418
-53.9184 -70.719 5.97994
-2.30852 -68.6199 4.02122
-2.63575 -68.7193 4.03846
-4.95396 -69.2408 3.1307
-5.49078 -69.0521 1.97439
-11.5756 -67.4089 5.3599
-11.8711 -67.3497 4.67512
-12.6044 -67.3995 4.13724
-13.504 -66.7022 4.31187
-39.8533 -67.0083 2.27123
-40.8376 -66.6728 2.33563
-45.576 -69.9604 4.81775
-46.7494 -70.8207 5.12186
-47.6898 -70.9592 5.90284
-54.157 -71.4672 4.04355
-54.5334 -70.6098 4.45572
-1.56315 -67.9959 3.35854
-2.1737 -67.9549 3.88524
-2.86154 -68.1908 3.58935
-3.48711 -68.3934 3.38797
-6.16544 -69.126 1.10605
-6.46108 -69.1767 0.213863
-12.1663 -67.2647 4.3265
-12.5252 -67.2467 4.07195
-12.9047 -67.1837 3.93956
-13.1338 -67.0125 3.94273
-13.3614 -66.9357 4.05326
-38.608 -66.7066 1.53044
-39.1503 -67.2239 1.98394
-44.2264 -69.8673 3.36216
-45.4311 -70.681 3.72573
-46.0766 -70.7748 4.47638
-53.4908 -68.8221 0.126038
-53.9891 -70.1921 0.701933
-54.6373 -70.9657 1.72895
-54.6405 -71.0304 2.88449
-54.6216 -70.8653 3.62086
-1.06499 -68.0847 2.05346
-3.21753 -67.6005 3.15402
-3.77732 -67.8145 3.07547
-7.03977 -69.1837 -0.314572
-38.3724 -66.817 1.02906
-38.8964 -67.3272 1.37855
-44.2044 -70.7309 2.23557
-44.8082 -70.8151 2.98022
-52.9011 -67.7531 0.347693
-53.5463 -69.0506 0.154658
-53.728 -69.7376 0.296852
-0.551675 -68.1957 0.693598
-4.61801 -67.6051 2.65583
-5.11887 -67.6492 1.83786
-7.51874 -69.1067 -0.775296
-8.34836 -68.9213 -1.06874
-8.86182 -68.4557 -1.35994
-38.4192 -66.8258 0.406408
-38.8113 -67.3347 0.678104
-42.9197 -70.0959 0.584366
-43.7908 -70.9195 0.875251
-52.7846 -67.5232 0.289439
-53.2982 -68.4705 0.140579
-0.723379 -68.2492 -0.754531
-5.64847 -67.4782 1.34863
-8.58951 -69.3743 -1.19187
-8.86987 -68.817 -1.74392
-9.46267 -68.5458 -1.99056
-10.167 -68.1062 -1.76656
-10.7994 -67.3305 -1.60747
-11.1088 -66.8617 -1.57129
-38.6124 -66.806 -0.203166
-38.8161 -67.1922 0.047402
-42.9591 -70.1154 -0.25361
-43.6884 -70.924 -0.759444
-52.9105 -67.6664 0.207563
-53.3608 -68.6343 -0.154874
-53.8322 -70.2515 -1.16985
-53.754 -71.1455 -1.76026
-0.652532 -68.1492 -1.71387
-5.98331 -67.8061 0.57003
-6.64177 -68.1831 -0.180312
-10.2689 -68.2494 -1.89579
-10.5628 -67.8747 -1.77618
-10.9875 -67.1204 -1.72944
-38.7349 -66.8441 -0.60511
-38.9907 -67.2522 -0.7096
-44.4061 -71.4427 -2.26483
-45.2346 -72.0101 -2.43542
-53.3398 -68.421 -0.307702
-53.5924 -68.9808 -0.840292
-53.7354 -70.4359 -2.24524
-0.400155 -68.6701 -2.51975
-0.552994 -68.0829 -2.7145
-7.26102 -68.5022 -0.762622
-7.94722 -68.2262 -1.14571
-8.59588 -67.7095 -1.31244
-10.5947 -67.9599 -1.84185
-10.7482 -67.5498 -1.78421
-11.024 -66.7857 -1.3992
-38.8568 -66.9226 -1.06605
-39.5956 -67.0747 -1.76098
-40.4413 -67.107 -2.332
-44.2392 -71.2321 -2.73927
-45.4449 -71.5433 -2.85072
-46.7827 -71.634 -3.742
-48.448 -72.0328 -4.10879
-50.6069 -71.859 -4.47185
-52.5539 -71.2466 -3.5044
0.335779 -68.7365 -3.10072
-0.659426 -67.9498 -3.59628
-1.36311 -67.0345 -4.18404
-1.48237 -66.3663 -4.66284
-8.57056 -68.4445 -1.32388
-9.06941 -67.9764 -1.40363
-9.57274 -67.8152 -1.5193
-9.9496 -67.6379 -1.55997
-10.4221 -67.5348 -1.89696
-10.8961 -66.9491 -1.41791
-40.2423 -66.8159 -2.50718
-41.0218 -66.8571 -2.98625
-41.6388 -66.9603 -3.35039
-47.4829 -71.4875 -4.46884
-48.8634 -71.5226 -4.53941
-50.2595 -71.5072 -4.41967
-1.12509 -67.9287 -4.44105
-1.31435 -66.8137 -4.90144
-1.6048 -66.0117 -5.03144
-41.5014 -66.5252 -3.65289
-41.9362 -67.1103 -4.30659
-42.3666 -67.3082 -5.02828
-0.965498 -67.8169 -5.46581
-0.942399 -66.5037 -5.55177
-19.3939 -69.4273 -8.48506
-19.7542 -69.0702 -8.41667
-20.0355 -68.5159 -7.87972
-20.4635 -68.0766 -7.84105
-20.9334 -67.6439 -7.7417
-21.2261 -66.9257 -7.87783
-41.5774 -66.7495 -4.8003
-42.0429 -67.1934 -5.78813
-42.4973 -67.4527 -5.83345
-56.0372 -72.091 -3.2281
-56.4412 -71.9058 -3.54761
-57.3193 -71.2632 -4.29735
-0.301945 -68.0734 -6.67596
-0.26218 -68.8828 -7.09038
-17.8045 -70.0476 -9.43306
-18.3529 -69.5965 -9.1321
-19.1905 -69.2554 -8.66519
-19.8119 -68.472 -8.42614
-21.0557 -67.5955 -7.94845
-21.1986 -66.8104 -8.11117
-41.35 -67.2924 -7.18229
-41.5041 -67.0509 -6.41338
-41.9424 -67.4496 -6.88588
-50.0483 -72.0262 -5.6213
-50.7624 -72.3786 -5.29203
-52.408 -72.4165 -4.2934
-54.1047 -72.5178 -3.97212
-55.6865 -72.4349 -3.63667
-56.3698 -72.4359 -3.9159
-58.1618 -70.5303 -5.72364
-0.013863 -68.1745 -8.10477
-0.572647 -69.1092 -7.42736
-17.049 -70.2479 -10.0587
-17.7404 -69.5786 -9.64183
-18.4535 -69.0084 -9.25606
-20.8205 -66.1208 -8.57557
-41.1355 -67.5421 -7.20515
-49.6776 -72.0105 -6.22635
-50.5102 -72.6251 -6.20232
-58.8004 -69.9896 -7.61211
-59.432 -68.7659 -8.44721
-0.333907 -67.7551 -9.82687
-0.029776 -66.7975 -10.0897
-16.086 -70.1361 -10.9454
-16.9111 -69.5851 -10.2906
-17.5457 -69.3775 -10.0316
-20.055 -66.8236 -9.30498
-20.3819 -66.0901 -9.24266
-41.001 -68.0455 -7.53483
-41.2327 -68.5049 -7.91873
-49.2107 -71.8679 -7.30823
-50.0613 -72.5028 -6.96449
-59.0397 -69.8839 -9.23792
-59.4874 -68.9261 -9.15048
-0.084446 -68.6144 -10.9684
-0.101273 -67.8381 -11.1502
-14.9483 -70.1304 -12.4091
-15.7857 -69.6446 -11.8357
-16.2054 -69.5907 -10.9082
-19.6236 -66.1477 -9.95079
-20.0361 -66.1077 -9.60818
-41.329 -68.9961 -7.91004
-41.6085 -69.3389 -7.81841
-42.0558 -69.4942 -7.82511
-42.686 -69.425 -8.02687
-43.4683 -69.5238 -7.99767
-43.9525 -69.2444 -7.88164
-49.1622 -71.6465 -8.12329
-49.8842 -72.3086 -7.84339
-59.3335 -68.8284 -10.8936
-59.5161 -68.9972 -9.86803
-1.53051 -67.8141 -12.243
-2.42644 -67.7012 -13.3918
-14.929 -69.8758 -13.3984
-15.2753 -69.6566 -12.645
-18.1607 -66.7604 -10.7982
-18.7953 -66.205 -10.7755
-19.2499 -66.1333 -10.381
-43.7901 -70.0438 -8.09648
-44.3198 -69.8426 -7.84769
-45.2215 -70.0698 -8.15073
-46.0246 -70.342 -8.1579
-46.8867 -70.739 -8.32686
-47.7197 -71.0416 -8.51272
-48.4991 -71.3741 -8.65756
-49.2231 -71.6798 -8.68238
-49.7578 -72.1108 -8.50411
-55.9195 -66.2278 -13.1399
-57.254 -66.0071 -13.3088
-58.3701 -67.1497 -12.9341
-59.0908 -68.3015 -12.318
-3.44214 -67.6262 -14.0607
-4.41383 -67.4105 -14.6336
-5.08337 -67.2111 -14.5437
-13.9724 -70.481 -14.7014
-14.6296 -70.1702 -14.4483
-17.4648 -66.6533 -12.5867
-17.8833 -66.3879 -12.0649
-18.3793 -66.2495 -11.3763
-31.1515 -69.3416 -14.9423
-31.2526 -69.2639 -14.7362
-31.2496 -69.0637 -14.8867
-31.1749 -69.2917 -14.9157
-47.1709 -71.1054 -8.6139
-47.6739 -71.2735 -8.72478
-48.4691 -71.5325 -8.92743
-49.2834 -71.905 -9.02205
-50.0322 -72.3981 -8.98943
-54.084 -66.2993 -13.52
-54.9799 -66.5113 -13.6923
-56.2816 -66.3661 -13.9541
-57.4758 -67.0665 -13.7705
-58.6317 -68.3583 -13.3147
-4.86152 -68.6983 -14.9268
-5.60598 -68.4056 -15.1068
-7.03907 -69.1123 -15.6912
-7.6455 -69.127 -15.9533
-13.5778 -70.5916 -15.146
-14.0592 -70.2115 -15.3064
-17.2505 -66.7605 -12.9853
-17.578 -66.5149 -13.3155
-30.9213 -69.9438 -15.3716
-30.9395 -69.6356 -15.0001
-31.3232 -68.6597 -14.8746
-31.3185 -68.8147 -15.0598
-40.2571 -68.1592 -15.0731
-40.3215 -67.8986 -15.0209
-40.3395 -67.5275 -15.0762
-40.4817 -67.0892 -15.3605
-50.8476 -66.3198 -14.7456
-51.6178 -66.4502 -14.617
-53.4422 -66.8655 -14.0656
-55.3643 -66.8909 -14.585
-56.6187 -66.7155 -14.7547
-57.7946 -68.0011 -14.4046
-58.4347 -68.9584 -13.8435
-7.71656 -69.7288 -16.5926
-7.96173 -69.3839 -16.6541
-8.76581 -69.4743 -16.8707
-9.85609 -69.5817 -17.1929
-13.3469 -70.3553 -15.815
-13.8999 -69.8772 -16.276
-17.3087 -66.8813 -13.8231
-17.9393 -67.0768 -14.8935
-18.312 -67.6916 -16.6106
-30.0505 -70.5922 -16.3925
-30.643 -70.2758 -15.895
-31.4763 -68.4611 -15.4785
-40.6032 -68.8176 -15.6747
-40.4811 -68.4693 -15.2942
-40.8102 -66.9023 -15.654
-41.3223 -66.8056 -16.2741
-49.6814 -66.0668 -15.9576
-50.501 -66.2909 -15.5125
-52.2721 -67.1123 -15.6339
-54.3536 -67.1226 -15.4433
-55.8054 -66.9121 -15.5335
-56.8333 -67.7868 -15.2423
-57.7076 -68.5801 -15.0575
-10.8199 -69.7989 -17.4451
-11.4466 -69.8313 -17.3838
-12.6701 -69.9191 -16.9372
-13.6712 -69.3852 -17.2581
-18.1936 -66.9212 -16.3438
-18.6503 -67.7702 -17.4929
-19.1324 -68.7093 -18.4007
-28.9607 -71.2042 -18.1002
-29.5616 -70.7436 -17.3133
-31.2555 -68.3083 -16.2535
-40.6306 -69.2976 -16.3825
-41.9406 -66.6917 -17.0629
-42.5426 -66.7319 -18.0167
-43.0928 -67.3911 -18.7099
-49.0935 -65.3096 -17.4286
-49.5718 -65.7653 -16.8783
-50.9719 -66.8723 -17.1596
-52.1715 -67.2589 -16.8084
-19.0401 -67.88 -18.3905
-19.6415 -68.9596 -18.9914
-29.0666 -70.6341 -19.0142
-29.4474 -69.9124 -18.2346
-30.5789 -67.755 -17.3884
-40.7874 -69.6391 -17.2777
-43.1699 -66.4129 -18.555
-43.8456 -66.798 -19.2268
-44.5642 -67.0667 -19.848
-48.9327 -65.4693 -18.1691
-50.0909 -66.1074 -18.3574
-50.953 -66.7095 -18.6459
-19.1705 -68.0994 -19.2945
-19.6458 -68.571 -19.7148
-27.8363 -69.9188 -20.2133
-30.4291 -67.4845 -18.5656
-40.4594 -70.2673 -18.5529
-40.502 -70.0386 -18.9264
-44.7479 -66.4985 -19.5254
-45.3407 -66.5883 -20.0813
-49.17 -66.2256 -19.5471
-50.4939 -66.8603 -19.4732
-50.9483 -66.8862 -19.1438
-20.332 -68.584 -19.9387
-21.321 -68.8608 -20.5141
-22.4932 -68.9315 -20.7432
-25.3367 -70.0267 -21.5357
-26.3801 -69.9379 -21.3722
-27.2233 -69.6886 -21.3622
-30.8505 -68.4522 -20.6654
-30.8426 -67.6329 -19.9597
-37.1366 -69.6337 -20.9736
-38.6467 -70.0016 -20.2512
-39.7045 -70.0355 -19.4871
-40.2219 -69.9604 -19.4808
-46.3196 -66.8679 -20.5664
-47.665 -67.1869 -20.9139
-48.8178 -66.899 -20.6344
-49.8304 -67.1526 -20.4845
-23.681 -68.8858 -20.8246
-24.6463 -69.073 -21.7722
-25.9273 -69.2773 -21.7251
-26.6943 -69.4876 -21.6461
-31.5114 -68.652 -21.6015
-31.9016 -67.7712 -21.8493
-33.9728 -68.0506 -21.9315
-35.65 -68.6689 -21.4555
-37.3586 -69.7181 -20.9833
-38.8996 -70.004 -20.2867
-39.6898 -69.9742 -19.9073
-48.2131 -67.6517 -21.5564
-48.8348 -67.529 -21.3751
-49.427 -67.4098 -21.0596
-15.767 -68.6632 41.1744
-16.7932 -68.5772 41.0026
-17.5904 -68.2653 40.6781
-17.9624 -67.9025 40.3902
-12.2108 -68.6773 40.4575
-13.3175 -69.6447 40.5874
-14.8861 -70.106 40.2954
-16.2865 -69.6887 40.5181
-17.3911 -69.3326 40.5389
-18.364 -68.4344 40.1141
-18.8915 -68.0383 39.4065
-22.2512 -70.2824 38.2327
-23.4034 -70.6266 38.3779
-24.2436 -70.5054 38.3206
-10.9697 -68.7779 39.3852
-11.557 -69.3178 39.8998
-12.2885 -69.9698 40.124
-15.1848 -70.8645 38.4786
-15.8421 -70.6456 39.0744
-16.7899 -70.5456 39.6575
-18.0979 -70.1666 39.8517
-19.4211 -69.0282 39.2546
-19.8398 -69.7177 38.7369
-22.1158 -70.2703 37.0329
-22.9294 -70.8993 37.3542
-24.2385 -71.1392 37.4442
-25.3363 -70.7363 37.7439
-1.66546 -70.2931 37.4383
-2.98869 -70.0895 37.65
-4.20027 -69.8951 37.8759
-9.92664 -69.2863 38.0277
-10.2821 -68.8504 38.6126
-14.4899 -70.8707 36.4212
-14.9443 -70.6713 36.8906
-15.565 -70.5088 37.2924
-16.1055 -70.3668 37.4309
-16.9664 -70.8409 38.6583
-20.1683 -67.9432 38.2414
-20.1846 -69.1491 38.2071
-22.0127 -70.1193 36.2864
-22.5484 -70.7369 36.1957
-24.6516 -71.6267 36.6773
-25.7155 -71.2496 36.9726
-27.0987 -71.4222 36.5741
-1.50674 -70.6417 36.7043
-2.60209 -70.8736 36.9573
-4.44092 -70.8055 37.5528
-8.9793 -69.8399 37.8222
-9.44721 -69.4247 37.8114
-9.93771 -68.4692 37.8638
-14.3189 -71.0126 35.3777
-14.7575 -70.4847 35.5596
-15.9568 -70.0241 36.5035
-16.1841 -70.3345 36.7754
-20.2769 -67.5476 37.4611
-20.7453 -68.2407 37.0434
-22.6644 -70.638 34.9838
-23.0422 -70.7243 33.98
-27.8747 -71.3891 35.8877
-28.7239 -71.4675 35.2091
-29.7116 -71.0424 34.8644
-1.162 -70.4568 35.6248
-6.03428 -70.7279 37.1986
-7.13688 -70.1746 36.9374
-8.52321 -69.5452 37.0258
-8.85652 -69.3141 37.2455
-9.32468 -68.1791 37.3059
-13.0639 -71.215 33.6636
-13.478 -70.822 34.1634
-15.5875 -69.631 35.5552
-21.1772 -68.2334 35.4047
-23.617 -70.8575 33.0591
-24.2913 -70.9526 32.3403
-29.1664 -71.6983 34.4298
-30.1137 -71.4512 33.9964
-31.1294 -71.0324 33.5849
-32.0261 -70.5705 33.5718
-0.61716 -70.031 34.0354
-0.054337 -69.1993 32.9911
-7.94857 -69.4475 36.8482
-8.45846 -69.1214 36.9671
-8.91079 -68.1405 37.0318
-11.6941 -71.367 32.0041
-12.091 -71.2152 32.198
-12.8443 -70.8397 32.8926
-13.6057 -70.1367 32.9242
-15.1011 -68.9689 33.7322
-15.2856 -69.0019 34.1422
-21.3521 -68.1175 33.9666
-24.7914 -70.8655 31.8834
-25.357 -70.7919 31.5132
-30.1591 -71.6176 32.7015
-31.194 -70.8918 32.4889
-32.3833 -70.3823 33.0787
-0.337389 -70.1855 32.9324
-0.269036 -69.3905 32.1247
-9.32831 -71.5227 30.3158
-9.96165 -71.1571 30.4326
-11.3007 -71.0526 31.3953
-12.4711 -70.4452 31.495
-12.9808 -70.0104 31.7367
-14.8725 -68.7155 33.0571
-15.0873 -68.4946 33.192
-21.3316 -68.0682 32.4189
-26.1964 -70.8162 31.1148
-27.5183 -71.1068 30.8883
-29.3433 -71.3938 31.0195
-31.0039 -70.6552 31.4437
-0.111495 -70.4364 30.911
-0.191449 -69.425 31.0684
-6.5292 -71.6679 28.7939
-7.32979 -70.9539 29.1074
-8.78259 -71.0002 30.0609
-9.75822 -69.8402 30.1398
-14.3294 -68.5356 31.9234
-21.1036 -68.9137 30.3513
-21.4041 -68.2213 30.8332
-26.5498 -70.6691 30.4578
-27.8588 -70.7597 30.3252
-28.8783 -70.7385 30.2508
-0.035085 -70.2397 30.0138
-0.408985 -68.9355 30.3105
-6.34366 -71.0668 28.0912
-7.10977 -70.3777 28.3482
-13.9159 -68.1273 30.4689
-21.0176 -68.3344 29.6953
-21.2556 -67.6914 30.281
0.154192 -70.1109 28.1263
0.036152 -70.0256 28.9439
-4.93288 -71.3797 27.0103
-5.70214 -70.9015 27.1876
-13.1995 -67.416 28.8928
-13.5225 -67.3579 29.1712
-20.5562 -68.0317 28.3111
-21.3686 -67.4718 30.2533
-22.6053 -67.5781 31.0581
-24.4704 -68.4737 30.9447
-25.4624 -68.9755 30.2456
0.137916 -70.2114 27.0715
-5.00372 -70.7703 26.2448
-5.42426 -70.7767 26.7244
-13.0346 -66.6269 27.9141
-13.4268 -66.8394 27.9951
-20.4342 -67.8282 27.0382
-21.009 -67.3844 29.0675
-25.6406 -69.2653 30.2505
-26.0173 -69.3616 29.8963
-0.518909 -70.9503 25.5767
-3.13511 -71.103 25.3531
-4.52367 -70.6654 25.4518
-12.931 -66.139 27.0003
-13.2472 -66.215 27.1045
-20.5228 -67.9035 25.9734
-21.0577 -67.2208 27.4994
-21.1619 -66.585 26.8282
-26.1671 -69.7799 29.6945
-27.0892 -69.8168 29.2696
-28.1274 -69.6941 28.8986
-32.4099 -68.1052 29.5106
-33.6624 -68.427 29.7032
-34.8658 -68.9193 29.5118
-35.9994 -69.3531 29.3087
-37.0901 -69.6952 29.0
0.319749 -69.5795 24.0994
-0.762684 -70.6707 24.3246
-2.61802 -70.9149 24.6126
-4.0201 -70.5279 24.732
-10.9992 -65.8553 26.3224
