x y z
-60.749 -15.9509 -7.44604
-60.6504 -15.6999 -7.00716
-60.6247 -15.8665 -7.15908
-60.9107 -15.3612 -6.76561
-60.973 -15.1061 -6.67182
-68.5475 -17.0358 -5.11939
-2.89355 -19.4061 -6.9468
-3.07951 -19.6269 -7.75041
-36.5099 -19.7389 -5.97146
-36.8116 -19.3139 -6.51149
-40.3615 -18.5746 -6.56568
-40.895 -18.144 -7.19715
-41.3826 -17.6073 -7.61277
-47.3317 -18.6684 -3.38246
-47.6745 -17.8658 -3.91666
-49.5797 -17.6149 -4.23292
-50.174 -17.3854 -4.032
-59.3482 -16.6585 -8.9359
-60.0034 -16.4107 -8.12746
-59.7723 -16.6814 -8.27673
-60.1563 -16.6555 -7.89733
-60.6806 -16.1129 -7.5294
-61.1062 -15.2618 -7.24602
-68.7636 -17.4074 -6.99124
-3.23757 -19.6063 -8.67627
-37.2409 -19.2566 -7.44348
-41.0826 -18.2246 -8.29036
-41.4508 -17.7608 -8.65801
-48.0071 -17.563 -4.39518
-48.4104 -17.1276 -4.68403
-49.2244 -17.1283 -5.2815
-49.4442 -17.1173 -4.96242
-56.9605 -17.2248 -11.0509
-57.4194 -17.2532 -10.7628
-58.7513 -17.0593 -9.85277
-59.149 -17.0002 -8.92675
-59.3021 -17.0342 -8.70181
-60.132 -16.9916 -8.55471
-60.6105 -16.3047 -8.41071
-61.0988 -15.2218 -8.08224
-68.8367 -17.6687 -8.39102
-68.8503 -17.8163 -9.49057
-3.33988 -19.5453 -9.56428
-37.6015 -19.0353 -8.27981
-38.0247 -18.8342 -8.98946
-41.6805 -17.7125 -9.60722
-41.9857 -17.6494 -10.283
-48.6899 -16.889 -5.10122
-48.9365 -16.8553 -5.50452
-49.172 -16.8617 -5.58599
-56.1532 -17.4574 -11.7156
-56.4714 -17.5431 -11.4045
-56.9399 -17.2636 -11.2337
-58.8193 -17.1596 -9.70269
-59.8069 -16.9176 -9.44413
-60.6757 -15.8461 -9.25824
-60.9297 -14.9738 -8.57256
-68.8126 -17.8468 -10.574
-3.38897 -19.5008 -10.4933
-38.4718 -18.6312 -9.64232
-42.3613 -17.5657 -10.9206
-42.8345 -17.5951 -11.5541
-55.0581 -17.791 -12.3117
-55.5177 -17.7489 -12.0727
-55.9697 -17.596 -11.8045
-57.5906 -16.872 -11.1268
-58.3365 -16.755 -10.6059
-59.4642 -15.9186 -10.4012
-60.4722 -15.8067 -10.0381
-68.644 -17.7425 -11.49
-3.36303 -19.4418 -11.4622
-38.828 -18.3463 -10.1852
-39.1724 -18.3329 -10.6474
-43.2913 -17.5541 -12.1545
-43.6735 -17.4069 -12.8423
-54.8456 -17.9415 -12.6242
-55.0818 -17.8968 -12.2742
-56.4779 -16.5343 -12.0789
-57.2128 -16.5162 -11.7878
-58.255 -15.6506 -11.7152
-59.0472 -15.5403 -11.2826
-64.3039 -21.5001 -16.0827
-64.963 -20.5401 -16.1127
-65.6445 -20.4129 -16.3108
-65.9502 -19.8829 -16.6898
-68.6064 -18.0976 -12.5657
-3.23916 -19.4428 -12.4302
-39.5399 -18.2994 -11.334
-44.1568 -17.3113 -13.4946
-44.6415 -17.193 -14.0612
-44.8954 -16.7841 -14.4827
-54.2383 -17.9848 -13.8812
-54.4897 -17.986 -13.235
-56.526 -16.4697 -12.7569
-57.2611 -15.661 -13.2033
-57.9343 -15.3085 -12.7164
-63.8812 -21.9696 -15.9679
-64.7164 -21.088 -16.199
-65.4489 -20.2473 -16.357
-66.8841 -19.5098 -16.2799
-67.8577 -18.9814 -15.4884
-68.3182 -18.5299 -14.0392
-2.66355 -19.5689 -14.0391
-2.99762 -19.5043 -13.3105
-39.9548 -18.281 -11.9439
-40.2323 -18.46 -12.2231
-44.6868 -17.3139 -14.5421
-45.0579 -16.8201 -14.7292
-53.9502 -17.9177 -14.6618
-55.6611 -16.5749 -14.2364
-56.2428 -16.2652 -13.9927
-56.8485 -15.1794 -14.7978
-64.0978 -21.7787 -16.1575
-65.0843 -20.5976 -16.4697
-2.38246 -19.4749 -14.6097
-40.2587 -17.9058 -12.4819
-40.5171 -17.9919 -12.8863
-40.7798 -18.1831 -13.2191
-44.751 -17.2446 -14.7879
-45.2366 -16.8986 -14.8743
-53.414 -17.8218 -16.0464
-53.6972 -17.8878 -15.4071
-55.6847 -16.27 -14.767
-56.3553 -15.6505 -15.2774
-57.3264 -15.0949 -15.9503
-64.4554 -21.6029 -16.3549
-65.3402 -20.5301 -16.4489
-1.18607 -20.1959 -16.0968
-1.58398 -19.6206 -15.8919
-2.09017 -19.3876 -15.1605
-40.8133 -17.5917 -13.5218
-41.1016 -17.7458 -13.7752
-44.5529 -17.6334 -14.8026
-44.892 -17.0597 -14.8806
-45.3951 -16.7157 -14.9202
-53.361 -17.7848 -16.287
-53.6415 -17.7797 -15.8581
-55.3017 -16.4564 -15.6013
-55.834 -16.1935 -15.6012
-57.0 -15.4003 -16.3637
-58.4663 -15.1231 -17.1277
-65.6456 -19.9491 -16.771
-1.20839 -19.9278 -16.4206
-1.41676 -19.2675 -16.8159
-41.4626 -17.4749 -14.4869
-43.7064 -17.7193 -15.2852
-44.1724 -17.8082 -15.1106
-44.7325 -17.3261 -15.0226
-45.1391 -16.8997 -15.0246
-53.1754 -17.532 -16.8107
-53.6244 -17.6175 -16.22
-54.9234 -16.5786 -16.2628
-55.5786 -16.5397 -16.1173
-56.7338 -15.7045 -16.6967
-58.3657 -15.3002 -17.4271
-60.2228 -15.1164 -18.4197
-62.2813 -15.7139 -18.8121
-64.4852 -17.075 -18.5816
-65.6705 -19.7866 -17.1673
-65.8134 -20.8971 -17.0303
-1.01337 -19.8435 -18.265
-1.24358 -19.3185 -17.7323
-41.8449 -17.2268 -15.2793
-42.0786 -17.5432 -15.4084
-42.1579 -17.748 -15.2981
-42.9323 -17.2247 -15.768
-43.3422 -17.1036 -15.6414
-43.9727 -17.1127 -15.2999
-44.3937 -17.2484 -15.1698
-52.8332 -17.2308 -17.6371
-53.4368 -17.3418 -16.9429
-54.0583 -17.1113 -16.9062
-54.6216 -16.6027 -16.6455
-55.354 -16.3095 -16.7271
-56.5069 -15.9782 -16.9749
-58.071 -15.443 -17.557
-59.9165 -14.9745 -18.4284
-61.9871 -15.6784 -18.8124
-64.2247 -16.9485 -18.775
-65.5424 -18.8955 -17.7503
-65.9477 -20.2858 -17.193
-1.10137 -19.809 -18.8424
-1.33741 -19.2049 -18.6252
-42.1163 -16.6796 -15.7848
-42.2358 -16.9127 -15.7758
-42.1725 -17.1156 -15.7658
-42.2367 -16.9782 -15.9164
-42.291 -16.727 -15.91
-42.6934 -16.6872 -16.136
-43.02 -16.8577 -16.0261
-52.5682 -16.922 -18.2977
-52.9681 -16.9575 -17.8839
-53.5276 -16.8149 -17.6965
-54.3373 -16.5335 -17.3706
-55.0476 -16.177 -17.2149
-56.0443 -15.8635 -17.3237
-57.5566 -15.5452 -17.6393
-59.5797 -15.0709 -18.3194
-61.6938 -15.612 -18.8429
-63.7358 -16.4902 -18.8398
-1.03407 -20.0457 -19.1443
-1.57659 -19.4468 -19.5733
-2.18609 -18.8882 -20.0538
-25.3001 -20.3054 -20.0541
-25.4918 -20.2054 -20.1024
-25.8765 -19.9117 -20.2213
-26.2037 -19.6383 -20.3301
-42.3181 -16.6244 -16.3177
-42.2889 -16.4935 -16.3952
-42.3193 -16.3245 -16.5513
-42.521 -16.2801 -16.4424
-52.4527 -16.7627 -18.5949
-52.6822 -16.7807 -18.5009
-53.0309 -16.6544 -18.2795
-59.925 -14.9889 -18.4658
-61.1874 -15.2911 -18.9141
-63.9481 -16.6155 -18.8372
-65.8476 -17.9142 -18.8042
-66.8369 -18.9185 -18.7772
-1.71658 -19.8711 -20.1651
-2.44795 -19.3622 -20.6419
-3.21801 -18.8079 -21.0676
-21.275 -19.0023 -21.3863
-21.8342 -19.148 -21.14
-22.4282 -19.365 -21.0046
-23.0227 -19.4188 -20.9827
-25.2266 -20.3567 -20.0561
-25.3293 -20.1913 -20.1436
-25.6229 -19.8082 -20.305
-26.0875 -19.1434 -20.5222
-31.8446 -20.0081 -21.0964
-31.743 -22.6558 -25.2937
-61.491 -15.1402 -18.9036
-62.7814 -15.703 -18.9797
-65.1527 -16.8645 -18.7196
-67.3874 -18.9891 -19.2176
-2.75504 -19.9588 -21.4108
-3.50353 -19.1456 -21.6467
-4.13007 -18.9085 -22.216
-20.5196 -19.311 -22.0653
-21.2672 -19.8695 -21.4665
-23.7025 -19.2755 -21.0561
-24.2745 -19.1646 -21.1365
-24.5827 -19.0636 -21.1454
-29.8748 -19.0097 -21.3814
-30.4734 -19.1268 -21.4141
-31.3725 -19.6366 -21.2431
-31.3954 -22.2298 -25.8854
-31.6448 -22.4439 -25.5242
-57.1812 -21.861 -23.8967
-58.2062 -21.9399 -23.9541
-59.7926 -22.0913 -24.0789
-61.549 -21.8111 -23.7374
-63.4658 -21.6154 -23.3063
-65.5144 -21.2156 -22.7106
-67.2601 -19.5859 -21.1369
-67.9144 -18.2953 -21.2161
-2.79232 -20.3651 -21.7396
-3.2597 -20.0565 -22.0505
-4.00282 -19.5329 -22.6464
-29.2842 -18.5811 -21.4177
-30.0176 -18.7013 -21.5938
-31.2739 -21.8452 -26.4875
-31.629 -22.1304 -25.9636
-32.189 -21.856 -26.0904
-32.8149 -21.952 -25.5221
-55.3812 -22.1425 -24.2136
-55.8635 -21.9287 -24.2769
-56.6952 -21.7654 -24.345
-57.92 -21.4926 -24.7903
-59.3322 -21.5517 -24.9097
-60.9251 -21.2724 -24.6419
-62.7988 -20.9511 -24.3786
-64.7292 -20.3885 -23.6855
-66.4228 -19.4653 -22.5654
-67.6433 -18.6058 -21.6652
-4.33876 -19.6868 -23.4914
-18.8062 -19.0898 -23.7929
-19.2721 -19.5209 -23.4897
-32.3336 -21.3554 -26.4882
-33.1589 -21.1318 -25.6364
-34.5364 -20.9215 -25.8449
-54.8962 -22.2665 -23.8732
-55.0499 -22.1718 -24.1078
-55.3816 -21.9646 -24.3943
-56.0763 -21.5087 -24.9392
-56.7963 -21.3246 -25.1093
-57.4503 -21.2803 -25.1878
-4.54954 -19.8424 -24.3025
-17.7919 -19.542 -24.9886
-18.3336 -19.5185 -24.4224
-18.8293 -19.8546 -24.0779
-35.6885 -20.7029 -25.9341
-36.325 -20.7836 -25.8908
-54.9821 -22.1973 -24.0854
-55.3663 -21.9196 -24.5095
-55.6538 -21.6921 -24.843
-56.0941 -21.3608 -25.2592
-4.71385 -19.9954 -25.0319
-17.2536 -19.5807 -25.6552
-35.6359 -20.1928 -26.2457
-36.3815 -20.4871 -26.4029
-37.0964 -20.1909 -26.3177
-55.2042 -21.9978 -24.3536
-55.7173 -21.6038 -24.9789
-5.00575 -19.8304 -25.6954
-5.36877 -19.6202 -26.3714
-16.3412 -19.2754 -26.603
-16.6453 -19.5394 -26.4077
-36.947 -19.6758 -26.5315
-37.2081 -19.6978 -26.7926
-55.5711 -21.7794 -24.8637
-56.0757 -21.2104 -25.3258
-5.81348 -19.5241 -26.989
-6.33165 -19.2754 -27.422
-6.83099 -19.1532 -27.6446
-13.7305 -19.2789 -27.9387
-14.2165 -19.5322 -27.8831
-15.1229 -19.5521 -27.459
-16.0256 -19.5651 -26.9439
-16.4517 -19.969 -26.8391
-34.7076 -19.503 -26.9976
-35.3375 -19.3709 -27.1538
-36.5485 -19.6868 -27.7281
-37.1364 -19.6482 -27.8094
-37.3596 -19.3532 -27.6228
-56.4582 -20.8933 -25.7129
-56.2955 -20.5597 -25.9879
-6.13792 -19.8571 -27.4546
-6.68303 -19.6724 -27.6856
-7.4797 -19.4578 -27.8558
-8.6236 -19.5197 -28.1391
-9.60804 -19.7592 -28.4087
-10.4388 -19.5902 -28.5604
-11.5709 -19.6463 -28.538
-12.4845 -19.5256 -28.439
-13.5049 -19.6631 -28.263
-14.0377 -19.8676 -28.1901
-34.601 -18.9121 -27.5583
-35.5937 -18.5673 -27.8856
-36.9328 -19.137 -28.5382
-37.3615 -18.8989 -28.411
-37.5737 -18.6946 -28.284
-56.6049 -20.4199 -26.0718
-56.9415 -20.3178 -26.1777
-57.5622 -19.9975 -26.3663
-57.9482 -19.6874 -26.7161
-9.22569 -19.204 -28.4077
-9.77149 -19.2665 -28.5853
-10.0821 -19.233 -28.6606
-12.3548 -19.9788 -28.6706
-12.9975 -20.0132 -28.6185
-13.3572 -20.0211 -28.5783
-33.2206 -18.34 -28.2632
-34.1082 -18.3209 -28.4745
-35.0874 -18.114 -28.2649
-58.4789 -19.4694 -26.8436
-59.256 -19.4143 -27.2105
-60.3672 -19.5635 -27.1615
-61.2027 -19.6828 -26.9637
-32.0694 -18.2686 -29.2805
-32.8141 -17.7698 -28.8515
-33.3952 -17.6609 -28.8701
-35.8494 -21.8486 -32.7692
-35.9955 -21.6362 -32.8758
-36.0146 -21.5061 -33.0853
-61.2348 -19.8514 -27.1407
-62.1205 -19.8809 -27.0607
-63.3032 -20.0706 -27.3235
-19.2834 -18.8916 -29.1819
-20.2292 -18.504 -28.7973
-21.3554 -18.3879 -28.7334
-32.0183 -17.6407 -29.3807
-32.5139 -17.2822 -29.0728
-35.9072 -21.6772 -33.4759
-35.9322 -21.3328 -33.4722
-36.0836 -21.1675 -33.3653
-36.0802 -21.0574 -33.6071
-53.5979 -19.4515 -35.809
-53.3885 -19.7452 -35.5693
-53.7548 -19.4355 -35.6468
-54.1481 -19.2676 -35.7892
-54.3722 -19.1036 -35.9342
-54.8806 -18.7734 -35.8002
-64.1963 -20.4304 -27.5274
-65.1934 -20.8654 -27.998
-66.3425 -20.8931 -28.6745
-67.29 -20.7425 -29.6648
-67.7516 -20.4468 -30.805
-17.6242 -16.093 -30.1551
-18.3506 -17.3847 -29.0764
-20.9454 -17.6575 -28.9566
-21.9454 -18.0286 -28.3186
-30.7739 -17.4202 -29.3177
-32.2948 -16.6236 -29.1935
-36.0251 -21.2948 -34.0929
-36.0359 -20.9727 -33.9612
-36.0884 -20.6802 -34.1464
-36.3894 -20.7981 -34.6184
-43.0822 -21.8733 -34.3374
-43.0104 -21.6965 -34.4296
-43.0268 -21.4726 -34.5223
-43.0545 -21.4761 -34.7668
-52.7553 -20.6489 -36.2713
-53.0635 -20.1986 -35.9576
-52.9788 -20.3908 -36.1205
-54.6523 -19.5304 -36.2218
-55.5164 -19.3322 -35.9658
-56.4354 -19.4245 -36.1616
-57.198 -19.6903 -36.724
-65.891 -21.3669 -28.7485
-66.6618 -21.294 -29.6125
-67.4419 -21.1573 -30.8374
-67.681 -20.6691 -32.3864
-16.7419 -16.138 -29.7454
-16.0128 -17.482 -30.8241
-15.5041 -18.6124 -32.5325
-22.4832 -18.2866 -29.0499
-22.9125 -18.8279 -28.9822
-31.5099 -16.5192 -31.032
-35.7169 -21.0685 -35.1033
-36.3801 -20.2533 -34.7601
-36.462 -20.4471 -35.3393
-43.0293 -21.3633 -34.8824
-43.0307 -21.1244 -34.8283
-43.046 -21.0005 -35.0242
-43.0629 -21.0144 -35.2749
-51.6717 -21.6315 -36.2658
-52.1893 -21.0384 -36.3893
-52.495 -20.8538 -36.3522
-57.9967 -19.9888 -37.5086
-58.9654 -20.2115 -38.4516
-59.8643 -19.8942 -38.9226
-67.1666 -20.5608 -34.2616
-14.9389 -17.5727 -32.4973
-15.1123 -18.5909 -34.1247
-35.778 -21.3157 -36.9064
-35.6791 -21.0814 -36.025
-36.2723 -20.2198 -36.3253
-42.8633 -20.9884 -35.9958
-43.0555 -21.0746 -35.4872
-43.4019 -20.5631 -35.8718
-43.5786 -20.7031 -36.2816
-51.8725 -21.1127 -36.3464
-52.304 -20.7901 -36.339
-59.8001 -20.6385 -39.1948
-61.0271 -20.1353 -38.8813
-62.6882 -20.3351 -38.4384
-66.29 -20.2819 -36.8105
-66.6995 -20.6216 -35.5309
-15.5895 -18.909 -36.4902
-16.4303 -20.0453 -37.8693
-35.6682 -21.6513 -38.0898
-35.8958 -20.2347 -37.557
-43.0337 -21.0104 -36.7217
-43.6126 -20.1755 -36.4845
-43.8239 -20.3453 -36.9288
-51.5442 -21.0482 -36.2122
-64.1934 -20.4807 -38.1991
-65.3628 -20.596 -37.667
-15.838 -18.3638 -37.6202
-17.6464 -19.1927 -38.7293
-18.4445 -20.6533 -40.1228
-30.0663 -21.2093 -41.2822
-30.8997 -21.6876 -41.1825
-32.1415 -22.1736 -41.3922
-33.5552 -22.032 -41.1118
-34.9055 -22.1642 -40.2761
-35.0626 -21.8337 -39.4882
-35.612 -20.4396 -38.8258
-43.4173 -21.0576 -37.7643
-44.0719 -20.26 -37.8685
-44.0755 -20.6287 -38.2335
-51.6523 -20.7103 -36.2145
-52.0556 -20.3025 -36.2798
-18.3692 -18.8917 -39.8038
-19.5139 -19.9211 -40.9759
-20.8637 -20.3736 -41.3332
-29.2514 -20.5899 -42.3959
-29.5325 -21.177 -41.5089
-33.5745 -21.4788 -41.6304
-34.5887 -21.6114 -41.0659
-34.9603 -21.6745 -40.4025
-35.3077 -20.4219 -39.796
-43.9142 -21.2203 -38.7156
-44.0719 -19.8711 -38.3807
-44.0988 -20.1697 -38.6245
-52.2091 -20.1122 -36.6224
-20.5272 -19.499 -41.7223
-21.6613 -20.01 -41.8819
-28.512 -20.6836 -42.8465
-35.2984 -20.7953 -40.8418
-44.0464 -20.974 -39.8191
-44.089 -20.8332 -40.8602
-44.0504 -20.306 -39.5544
-52.5365 -19.9099 -37.0405
-53.1358 -19.8154 -37.4803
-23.5834 -20.0501 -43.4338
-24.741 -20.7973 -44.4745
-25.8062 -20.9548 -44.521
-27.1155 -21.1666 -43.5454
-36.1943 -21.1279 -42.547
-43.8677 -20.8452 -41.7011
-44.192 -20.4236 -40.6703
-53.8804 -19.7462 -37.9094
-54.784 -19.6771 -38.2157
-23.9916 -19.464 -44.1194
-24.5829 -19.8494 -44.5503
-25.266 -20.1682 -44.8286
-37.4653 -21.5717 -43.6721
-39.0204 -21.8152 -44.2972
-43.7788 -21.0878 -42.8852
-43.9159 -20.5778 -41.8697
-55.8247 -19.4876 -38.4134
-56.9589 -19.1831 -38.6909
-58.5855 -18.7765 -39.1203
-59.9192 -18.563 -40.2191
-40.3661 -21.5823 -45.3287
-42.205 -21.6132 -45.0447
-43.37 -21.4828 -44.2117
-43.9551 -20.8374 -42.9982
-43.8698 -21.0539 -43.9755
-59.6635 -18.7961 -41.6579
-43.325 -21.1463 -44.9384
-58.3826 -18.8227 -43.1134
-42.1203 -21.2996 -46.0506
-56.3364 -19.1652 -46.5502
-56.7392 -19.3611 -45.4901
-57.0309 -19.131 -44.0763
-41.4739 -21.6851 -47.5565
-54.8245 -19.5793 -47.5769
-55.7045 -19.2633 -47.303
-37.528 -25.7622 -45.624
-38.4681 -25.1432 -45.9096
-39.3372 -24.5136 -46.1069
-43.5026 -23.2694 -49.7045
-42.3712 -22.4115 -49.1561
-53.4916 -20.4989 -48.2522
-54.1345 -20.0031 -47.9078
-33.8938 -26.478 -49.1709
-35.1791 -26.2791 -47.9618
-36.8191 -26.2609 -46.8279
-38.2838 -25.8798 -46.8318
-39.5614 -25.1306 -47.4004
-44.8443 -23.2556 -50.0451
-43.8083 -22.5418 -50.2038
-51.5817 -22.364 -49.6701
-52.6777 -21.237 -48.9735
-30.8625 -23.377 -51.6629
-31.7139 -24.4289 -51.1975
-33.036 -25.8054 -50.5726
-39.0985 -25.2085 -51.0862
-39.6759 -25.0773 -49.6332
-45.7681 -23.2478 -50.311
-46.1098 -22.7055 -50.8909
-48.4553 -22.7463 -50.7699
-50.6398 -22.4504 -50.5193
-52.3305 -21.8179 -50.0375
-30.8682 -23.066 -52.5632
-31.7011 -23.4516 -52.6262
-33.479 -24.0802 -52.499
-35.3077 -23.7972 -53.144
-36.8596 -24.1994 -52.6223
-38.1962 -24.931 -51.9581
-47.0091 -21.9729 -51.5968
-48.1931 -22.2059 -51.4894
-49.6588 -22.2237 -51.1877
-16.6191 -17.4445 57.8062
-17.4674 -17.6993 57.859
-17.9432 -18.0468 57.816
-15.8154 -17.0239 57.0759
-16.9023 -16.6873 57.4699
-18.3685 -17.5858 57.505
-3.35414 -19.1057 55.2135
-4.1016 -18.9982 55.6896
-5.26754 -19.4562 56.3376
-7.08329 -19.8331 56.3414
-8.52244 -19.4406 56.2754
-9.32986 -19.2464 56.1857
-15.3687 -17.2267 55.6979
-16.0075 -16.492 56.0903
-19.5857 -17.9563 56.3654
-19.8946 -17.4736 56.0735
-2.61621 -18.9528 54.6348
-2.90138 -18.2082 54.7414
-8.15874 -20.5185 55.5648
-8.79441 -20.1794 55.5935
-10.1021 -19.788 55.2606
-10.984 -19.3877 54.8936
-15.3582 -17.6679 54.6691
-15.834 -17.0994 54.3899
-20.0264 -18.6539 55.4987
-20.2164 -18.1333 55.0703
-25.7543 -18.3961 55.0262
-26.9319 -18.2363 55.1895
-28.135 -17.8055 55.1091
-28.963 -17.8179 54.7013
-2.06474 -18.9888 53.8699
-2.26084 -18.1757 53.6033
-10.7646 -20.1449 54.2951
-11.5669 -19.7609 54.0123
-12.3706 -19.3419 53.6922
-16.4735 -17.3643 53.0063
-16.8466 -17.2612 52.3359
-20.6055 -18.365 53.3635
-20.8498 -18.1575 52.809
-25.3297 -18.9875 54.421
-25.9731 -19.4213 54.5721
-29.7384 -17.6763 53.9955
-1.79179 -18.5912 52.7172
-2.12955 -17.626 52.1452
-12.0984 -20.1312 53.1672
-12.7537 -19.6773 52.9002
-13.6589 -19.3015 52.2263
-16.8145 -17.8954 51.9987
-17.2245 -17.458 51.5214
-20.8258 -18.6984 52.2539
-21.0876 -18.4915 51.8749
-24.9733 -19.6826 53.3135
-25.6717 -20.1625 53.8461
-29.5075 -16.247 52.0541
-29.8727 -17.032 52.5882
-1.81561 -18.3074 51.2822
-2.3009 -17.4525 50.5828
-13.4257 -19.8435 51.9536
-14.2054 -19.3901 51.2752
-14.8255 -19.0628 50.3421
-17.6809 -17.4957 50.3544
-18.0723 -17.1659 49.6282
-21.684 -18.6369 50.9201
-22.1441 -18.6044 50.4732
-24.0755 -19.2609 50.7971
-24.4177 -19.6836 51.1362
-29.5725 -16.5247 51.3788
-30.0278 -17.3652 51.1146
-2.06958 -18.218 49.9755
-2.48214 -17.5539 48.9581
-14.4392 -19.8708 50.1207
-15.0838 -19.2446 49.5743
-17.7493 -18.0616 48.9676
-18.354 -17.2591 48.706
-22.127 -19.0295 49.9438
-22.5717 -18.9256 49.8012
-23.141 -19.1162 49.3413
-23.645 -19.2496 49.35
-24.096 -19.4276 49.743
-24.5483 -20.0984 49.3248
-29.661 -16.828 50.6549
-29.992 -17.5259 50.1246
-3.05489 -17.49 47.3416
-3.72934 -16.8928 46.703
-14.7272 -19.9515 49.2676
-15.4035 -19.3883 48.5783
-16.0084 -18.9082 47.9533
-18.105 -18.0285 47.9799
-18.6287 -17.4594 47.4323
-19.2697 -17.0895 46.9373
-23.5269 -19.5217 48.6245
-23.9472 -19.6824 48.3853
-24.3499 -20.0337 48.3144
-24.5234 -20.213 48.5734
-30.2607 -17.9195 49.3576
-30.3611 -18.008 49.1232
-32.631 -17.6524 49.6981
-33.0871 -17.8989 49.6898
-33.8852 -18.1144 49.7077
-34.855 -18.1889 49.8093
-35.871 -18.0643 49.9326
-36.7224 -17.8323 49.8237
-3.65353 -17.4812 46.2395
-4.33634 -16.998 45.7616
-4.89583 -16.4335 45.2765
-15.758 -19.4921 47.6146
-16.3541 -19.0352 47.4061
-19.0065 -17.7688 46.3613
-19.5764 -17.1103 46.1804
-24.1032 -19.9975 47.8288
-24.2612 -20.1686 47.8597
-30.538 -18.3763 48.919
-30.7209 -18.3758 48.7657
-31.1488 -18.5344 48.4755
-31.6426 -18.4394 48.6164
-32.3601 -18.3273 48.9965
-33.2618 -18.7653 48.8185
-34.3122 -19.3081 48.6992
-35.4608 -19.0837 49.2847
-36.5356 -18.8579 49.4846
-37.675 -18.2622 49.4965
-39.0231 -18.1848 49.0116
-39.8255 -17.7728 48.5629
-4.9477 -17.1997 44.9623
-5.51243 -16.8023 44.5897
-6.10884 -16.6171 44.2243
-16.1139 -19.4516 47.1394
-16.6868 -19.1857 46.7188
-17.5418 -18.9254 46.2809
-19.2829 -17.7904 45.6538
-19.8843 -17.3858 45.1841
-20.3364 -16.9666 44.7084
-31.4521 -18.8362 48.0377
-31.8681 -18.9642 47.9297
-32.5845 -19.191 47.8887
-33.3943 -19.5033 47.8583
-33.9215 -19.7891 47.8526
-39.859 -18.5392 48.5875
-40.7843 -18.4131 47.9925
-41.9539 -18.13 47.1907
-6.05014 -17.2415 43.9394
-6.39881 -17.0171 43.5066
-17.016 -19.3109 45.9613
-17.7081 -19.0243 45.7398
-20.1948 -17.6034 44.2999
-20.5339 -16.8221 44.0472
-27.9955 -16.8105 43.6607
-28.4115 -16.8888 43.6359
-29.0466 -16.9535 43.601
-41.8553 -19.2483 46.9532
-42.5832 -18.6808 46.1974
-6.7704 -17.2339 42.8236
-7.13806 -17.2662 42.3827
-17.3789 -19.5425 45.5604
-17.7753 -19.067 45.1514
-18.2902 -18.7521 44.5821
-20.3607 -17.5327 43.6472
-20.6235 -16.8501 43.0663
-28.0232 -17.0203 43.1933
-28.6591 -17.454 42.9428
-29.519 -17.3906 42.957
-30.2372 -17.357 42.7666
-30.9562 -17.1677 42.5953
-31.7154 -16.9094 42.4501
-42.1163 -19.6613 45.333
-42.4694 -19.077 44.6659
-7.53044 -17.1904 41.7414
-8.01305 -16.8825 41.4157
-17.9676 -19.1843 44.5126
-18.4118 -18.9719 43.9505
-20.7369 -16.6128 42.0454
-21.1871 -16.0919 41.6041
-28.0248 -17.2176 42.467
-28.517 -17.6199 42.2122
-29.9289 -17.8613 42.3696
-30.4998 -17.8378 42.1715
-31.286 -17.7182 41.8371
-32.2864 -17.1954 41.8519
-33.0783 -17.0444 41.4641
-33.7896 -16.832 41.3791
-40.9844 -20.0033 43.0087
-41.5083 -19.6807 43.4173
-42.1858 -19.1672 43.7476
-8.08891 -17.5282 41.2139
-8.40255 -17.1593 40.7855
-18.869 -18.8834 43.2635
-19.3654 -18.5366 42.7291
-20.8986 -16.5478 41.2496
-21.4547 -15.7922 41.0094
-28.0587 -17.36 41.6744
-28.5903 -17.8149 41.5705
-31.8066 -17.8795 41.1897
-32.5036 -17.5594 40.7042
-33.4395 -17.2252 40.4319
-34.5127 -17.1317 40.8584
-35.4001 -17.0967 40.8957
-35.9954 -16.9304 41.095
-40.7336 -20.0673 42.5324
-40.885 -19.7439 42.2526
-8.92171 -17.3133 40.1408
-9.24046 -17.355 39.5463
-19.2208 -19.0476 42.8251
-19.5847 -18.565 42.1022
-19.8299 -17.9096 41.4436
-21.154 -16.268 40.6221
-21.8085 -15.5933 40.0641
-27.5656 -16.9832 40.1676
-28.2642 -17.5909 40.7766
-28.7143 -17.9965 41.1023
-32.8798 -17.6405 39.8434
-33.4248 -17.6901 39.3014
-34.2021 -17.3176 39.6759
-35.1807 -17.3727 40.0648
-35.9499 -17.2476 40.3876
-40.4608 -20.2288 41.8669
-40.7175 -20.0467 41.6059
-41.6391 -19.6748 41.7147
-42.2142 -19.4895 41.7588
-9.48595 -17.8136 38.8098
-19.6779 -18.7998 41.8331
-19.8221 -18.1833 41.1667
-22.0547 -15.555 39.1841
-27.6317 -17.0865 39.4416
-28.1232 -17.4993 39.8777
-33.5875 -17.924 38.6849
-34.1826 -17.7099 38.5896
-34.9611 -17.4745 38.9983
-35.7855 -17.3469 39.4164
-40.5503 -20.5418 41.1482
-41.0922 -20.4311 41.1791
-42.1441 -20.3844 41.398
-43.4073 -20.6691 41.6098
-44.7704 -20.5292 41.8318
-46.1505 -20.2155 41.8052
-47.4167 -19.8472 41.3808
-48.0377 -19.1461 41.4798
-9.5869 -18.2062 38.2017
